,id_str,hashtags,urls,text,clean_text,created_at,lang,username,username_description,username_location,quote_count,reply_count,retweet_count,favorite_count,to_cache
12,1251382196751011840,"['kurdistan', 'kurd', 'kurdish', 'kurmanci']",['https://twitter.com/i/web/status/1251382196751011840'],"Sign for kurdistan flag emoji and go to the gmail app to Confirm, Share!!
#kurdistan #kurd #kurdish #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",Sign for kurdistan flag emoji and go to the gmail app to Confirm Share kurdistan kurd kurdish kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-18 05:28:59,en,💕,Kurdistan emoji flag,,0,0,0,0,True
13,1251384281982697474,"['kurdistan', 'kurd', 'kurdish', 'kurmanci']",['https://twitter.com/i/web/status/1251384281982697474'],"Sign for kurdistan flag emoji and go to the gmail app to Confirm,, Share!!!
#kurdistan #kurd #kurdish #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",Sign for kurdistan flag emoji and go to the gmail app to Confirm Share kurdistan kurd kurdish kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-18 05:37:17,en,💕,Kurdistan emoji flag,,0,0,0,0,True
14,1251292353693958146,"['kurdistan', 'kurdish', 'kurds', 'kurmanci', 'kurdi']",['https://twitter.com/i/web/status/1251292353693958146'],"We have 10 hours left! Sign and go to the gmail app to Confirm! Share
#kurdistan #kurdish #kurds #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava  #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",We have hours left Sign and go to the gmail app to Confirm Share kurdistan kurdish kurds kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-17 23:31:59,en,💕,Kurdistan emoji flag,,0,0,0,0,True
15,1251289623462117377,"['kurdistan', 'kurd', 'kurdish', 'kurds', 'kurmanci']",['https://twitter.com/i/web/status/1251289623462117377'],"We have 10 hours left! Sign and go to the gmail app to Confirm! Share
#kurdistan #kurd #kurdish #kurds #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america 
https://t.co/VmvIiEJnna",We have hours left Sign and go to the gmail app to Confirm Share kurdistan kurd kurdish kurds kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-17 23:21:08,en,💕,Kurdistan emoji flag,,0,0,0,0,True
16,1251292439358459907,"['kurdistan', 'ku', 'kurdish', 'kurds', 'kurmanci']",['https://twitter.com/i/web/status/1251292439358459907'],"We have 10 hours left! Sign and go to the gmail app to Confirm! Share
#kurdistan #ku #kurdish #kurds #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",We have hours left Sign and go to the gmail app to Confirm Share kurdistan ku kurdish kurds kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-17 23:32:20,en,💕,Kurdistan emoji flag,,0,0,0,0,True
17,1251289162084466693,"['kurdistan', 'kurd', 'kurdish', 'ypg', 'kurmanci']",['https://twitter.com/i/web/status/1251289162084466693'],"We have 10 hours left! Sign and go to the gmail app to Confirm! Share
#kurdistan #kurd #kurdish #ypg #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",We have hours left Sign and go to the gmail app to Confirm Share kurdistan kurd kurdish ypg kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-17 23:19:18,en,💕,Kurdistan emoji flag,,0,0,0,0,True
18,1251289235128287232,"['kurdistan', 'kurd', 'kurdish', 'kurds', 'kurmanci']",['https://twitter.com/i/web/status/1251289235128287232'],"We have 10 hours left! Sign and go to the gmail app to Confirm! Share
#kurdistan #kurd #kurdish #kurds #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #dunya #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",We have hours left Sign and go to the gmail app to Confirm Share kurdistan kurd kurdish kurds kurmanci kurdi erbil hewler israel telaviv netanja jerusalem dunya kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-17 23:19:36,en,💕,Kurdistan emoji flag,,0,0,0,0,True
19,1248554397774331904,['kurdistan'],['https://twitter.com/i/web/status/1248554397774331904'],"KRG's Ministry of Interior Statement (Ref: 26, dated 10 April); Travel ban has been extended across #Kurdistan Region until 16th April. #UN_agencies &amp; #NGOs are exempted from movement restrictions. https://t.co/koLOtCQC4T",KRGs Ministry of Interior Statement Ref dated April Travel ban has been extended across Kurdistan Region until th April UNagencies amp NGOs are exempted from movement restrictions,2020-04-10 10:12:20,en,JCC_KRG,"Joint Crisis Coordination Centre (JCC) Ministry of Interior, Kurdistan Regional Government ناوەندی ھاوبەشی ھەماھەنگی قەیرانەکان- وەزارەتی ناوخۆ","Erbil, Kurdistan Region, Iraq ",0,0,2,5,True
20,1251292399902625793,"['kurdistan', 'kur', 'kurdish', 'kurds', 'kurmanci']",['https://twitter.com/i/web/status/1251292399902625793'],"We have 10 hours left! Sign and go to the gmail app to Confirm! Share
#kurdistan #kur #kurdish #kurds #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",We have hours left Sign and go to the gmail app to Confirm Share kurdistan kur kurdish kurds kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-17 23:32:10,en,💕,Kurdistan emoji flag,,0,0,0,0,True
21,1251384357169889280,"['kurdistan', 'kurd', 'kurdish', 'kurmanci']",['https://twitter.com/i/web/status/1251384357169889280'],"Sign for kurdistan flag emoji and go to the gmail app to Confirm, Share!,,
#kurdistan #kurd #kurdish #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",Sign for kurdistan flag emoji and go to the gmail app to Confirm Share kurdistan kurd kurdish kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-18 05:37:35,en,💕,Kurdistan emoji flag,,0,0,0,0,True
22,1246224927444926469,"['kurdistan', 'coronavirus']",['https://twitter.com/i/web/status/1246224927444926469'],"Security Forces will heavily be deployed in the cities of #Kurdistan Region as #Coronavirus lockdown tightens, all vehicle, pedestrian movement banned. #TwitterKurds",Security Forces will heavily be deployed in the cities of Kurdistan Region as Coronavirus lockdown tightens all vehicle pedestrian movement banned TwitterKurds,2020-04-03 23:55:51,en,Raveen Aujmaya,Independent Journalist. Dentist.,,0,0,1,5,True
23,1251389143780753409,"['kurdistan', 'kurd', 'kurdish', 'kurmanci']",['https://twitter.com/i/web/status/1251389143780753409'],"Sign !! for kurdistan flag emoji and go to the gmail app to Confirm, Share!,,
#kurdistan #kurd #kurdish #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",Sign for kurdistan flag emoji and go to the gmail app to Confirm Share kurdistan kurd kurdish kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-18 05:56:36,en,💕,Kurdistan emoji flag,,0,0,0,0,True
24,1251292210953359360,"['kurdistan', 'kurd', 'kurdish', 'kurdm', 'kurmanci']",['https://twitter.com/i/web/status/1251292210953359360'],"We have 10 hours left! Sign and go to the gmail app to Confirm! Share
#kurdistan #kurd #kurdish #kurdm #kurmanci #kurdi #erbil #hewler #israel #telaviv #netanja #jerusalem #haifa #kobane #deutschland #rojava #bakur #başur #bakur #Coronavirus #usa #america
https://t.co/VmvIiEJnna",We have hours left Sign and go to the gmail app to Confirm Share kurdistan kurd kurdish kurdm kurmanci kurdi erbil hewler israel telaviv netanja jerusalem haifa kobane deutschland rojava bakur başur bakur Coronavirus usa america,2020-04-17 23:31:25,en,💕,Kurdistan emoji flag,,0,0,0,0,True
