,id_str,hashtags,urls,text,clean_text,created_at,lang,username,username_description,username_location,quote_count,reply_count,retweet_count,favorite_count,to_cache,sa_label,sa
14,1246112278291705858,"['rentstrike', 'daynotice', 'cancelrent', 'cancelmortgages']",['https://twitter.com/i/web/status/1246112278291705858'],"Join the #RentStrike movement in sending Governor Newsom a #30DayNotice to #CancelRent and #CancelMortgages during the COVID-19 pandemic, or we will be forced to strike!

https://t.co/GS0udxgbok",Join the RentStrike movement in sending Governor Newsom a DayNotice to CancelRent and CancelMortgages during the COVID pandemic or we will be forced to strike,2020-04-03 16:28:13,en,United Teachers Los Angeles,"🍎 UTLA is 35,000 educators in Los Angeles dedicated to quality public education. #UTLAStrong #WeArePublicSchools #KidsFirst",Los Angeles,0,0,1,3,True,,
15,1251556095539150848,['cancelrent'],['https://twitter.com/i/web/status/1251556095539150848'],Thank you @surjsandiego - for endorsing the movement to #cancelrent and advocate for San Diego’s unhoused residents! We are calling on San Diego leadership to put people over profits and treat COVID-19 like the public health crisis it is. #cancelrent,Thank you surjsandiego for endorsing the movement to cancelrent and advocate for San Diego s unhoused residents We are calling on San Diego leadership to put people over profits and treat COVID like the public health crisis it is cancelrent,2020-04-18 17:00:00,en,DSA San Diego,San Diego’s chapter of @DemSocialists. http://dsasandiego.org • http://dsausa.org • http://bit.ly/DSAsdG4R,"San Diego, CA",0,0,1,3,True,,
16,1246289926381015042,['generalstrike'],['https://twitter.com/i/web/status/1246289926381015042'],"Hey @BernieSanders @SenSanders. You have an entire movement behind you. Call for a #GeneralStrike. We have to DEMAND
#MedicareForAllNOW",Hey BernieSanders SenSanders You have an entire movement behind you Call for a GeneralStrike We have to DEMAND MedicareForAllNOW,2020-04-04 04:14:08,en,🏴K. Pierce ☭🌹#IBelieveTaraReade,"Father, Husband,
Musician, Socialist
#BernieOrBust
#Bernie2020 
#MedicareForAll 
#BidenWillLoseToTrump
#FuckAroundAndFindOut
#NeverBiden
Yeah. Good. Okay",Tampa,0,0,1,1,True,,
17,1247759341110755329,['cancelrent'],['https://twitter.com/i/web/status/1247759341110755329'],What happens to us Poor People in Covid19 with or without a #CancelRent movement -why us Po folks working so hard to build #Homefulness on BlackArthur #NoOneOwnsMamaEarth #LieofRentonStolenLand @corrina_gould @TheCoalitionSF @housingrightsSF https://t.co/fMRV69ucXW via @YouTube,What happens to us Poor People in Covid with or without a CancelRent movement why us Po folks working so hard to build Homefulness on BlackArthur NoOneOwnsMamaEarth LieofRentonStolenLand corrinagould TheCoalitionSF housingrightsSF via YouTube,2020-04-08 05:33:03,en,Poor Magazine,"Poor People-led, indigenous people-led revolutionary media, education, art and solutions!","Bay Area, California",0,0,0,0,True,,
18,1247006019747598336,['generalstrike'],[],"We need a new labor movement for the 2020's and 2030's, hopefully culminating in a massive #GeneralStrike.",We need a new labor movement for the s and s hopefully culminating in a massive GeneralStrike,2020-04-06 03:39:38,en,The Objective 🌹🍞☮️,"Enough is enough. If we keep accepting bad representation, we will never have good representation. #NeverBiden #NeverTrump #Bernie2020 #Howie2020 #GeneralStrike",The United States of America,0,0,3,6,True,,
19,1245174244520099841,"['rentstrike', 'daynotice', 'cancelrent', 'cancelmortgages']",['https://twitter.com/i/web/status/1245174244520099841'],"Join the #RentStrike movement in sending Governor Newsom a #30DayNotice to #CancelRent and #CancelMortgages during the COVID-19 pandemic, or we will be forced to strike!  https://t.co/P2eFN9TR56",Join the RentStrike movement in sending Governor Newsom a DayNotice to CancelRent and CancelMortgages during the COVID pandemic or we will be forced to strike,2020-04-01 02:20:48,en,Amy Schur,,,0,0,0,0,True,weakly_negative,0.3409
20,1250936336380354561,"['rentstrike', 'cancelrent', 'cancelmortgages']",['https://twitter.com/i/web/status/1250936336380354561'],"Join the #RentStrike movement in sending Governor Newsom a notice to #CancelRent and #CancelMortgages during the COVID-19 pandemic, or we will be forced to strike! https://t.co/N1JxqxPUC2",Join the RentStrike movement in sending Governor Newsom a notice to CancelRent and CancelMortgages during the COVID pandemic or we will be forced to strike,2020-04-16 23:57:18,en,Uplift Inglewood,"Uplift Inglewood is a group of residents, businesses, faith groups, & community organizations working to ensure Inglewood's future includes & benefits everyone.","Inglewood, CA",0,0,1,3,True,,
21,1251125997048561666,"['rentstrike', 'cantpaymay']","['https://actionnetwork.org/forms/mayday-cantpay?source=direct_link&referrer=group-new-york-communities-for-change', 'https://www.pix11.com/news/coronavirus/activists-calling-for-may-1-rent-strike']","Can't Pay Rent May 1? 

Join the movement. #RentStrike #CantPayMay 

https://t.co/Vq0uokOkyw

https://t.co/iVRoETl09X",Cant Pay Rent May Join the movement RentStrike CantPayMay,2020-04-17 12:30:57,en,New York Communities for Change,We resist fascist policies affecting our most vulnerable communities. We fight economic power at its core. We build power & transform our communities. Join us.,New York City & Long Island,0,0,1,0,True,,
22,1246463287966957568,['cancelrent'],['https://twitter.com/i/web/status/1246463287966957568'],"Working class people cannot afford this crisis. Join us tomorrow at 4pm to talk about the movement to #CancelRent, mortgages, and utility bills. https://t.co/ydHEtRPNtK",Working class people cannot afford this crisis Join us tomorrow at pm to talk about the movement to CancelRent mortgages and utility bills,2020-04-04 15:43:00,en,Philadelphia Socialist Alternative,Socialist Alternative Philadelphia Branch,Philadelphia,0,0,0,0,True,,
23,1246239531659124736,"['lifttheban', 'rentfreezenow', 'cancelrent']",['https://twitter.com/i/web/status/1246239531659124736'],"Contrary to belief, the #LifttheBan #RentFreezeNow #CancelRent movement isn't anti-landlord/property owner. It's just pro-tenant, because tenants are among our most marginalized and tend to always get the short end. They're not asking for handouts. Just some understanding. https://t.co/i0X3iqigzf",Contrary to belief the LifttheBan RentFreezeNow CancelRent movement isnt antilandlordproperty owner Its just protenant because tenants are among our most marginalized and tend to always get the short end Theyre not asking for handouts Just some understanding,2020-04-04 00:53:53,en,ChicagoTeachersUnion,"AFT-IFT Local #1. 25,000 teachers, para-professionals, clinicians and support staff dedicated to giving Chicago's students the schools they deserve.","Chicago, IL",0,1,3,10,True,,
24,1243310374671257606,['generalstrike'],['https://twitter.com/i/web/status/1243310374671257606'],"Educators, we need to be thinking about how we understand and take action of the #GeneralStrike movement in education!! If we don’t, BIPOC students will suffer even more come fall 2020 #edchat #COVID19",Educators we need to be thinking about how we understand and take action of the GeneralStrike movement in education If we don t BIPOC students will suffer even more come fall edchat COVID,2020-03-26 22:54:27,en,Bettina Love,Professor | Harvard Fellow | Author of We Want to Do More Than Survive: Abolitionist Teaching https://goo.gl/4hJUaZ | Political and personal views are my own.,"Atlanta, GA",0,0,2,0,True,,
25,1244689608845275137,['rentstrike'],['https://twitter.com/i/web/status/1244689608845275137'],"Advocates of a #RentStrike in St. Louis are encouraging those who can afford rent to join the movement in solidarity with those who can’t. While some landlords say the decision to stop paying ""will demolish your credit and make you homeless.” https://t.co/GgO29zkUwF",Advocates of a RentStrike in St Louis are encouraging those who can afford rent to join the movement in solidarity with those who can t While some landlords say the decision to stop paying will demolish your credit and make you homeless,2020-03-30 18:15:02,en,KMOX St. Louis News,NewsRadio 1120 KMOX is Mid-America's most trusted source for news.,"St. Louis, MO",0,0,1,0,True,,
